CONTRATO,STOCK ID,current_monthly_payment,vehicle_equity,saldo insoluto,current_car_price,risk_profile
3G1TA5AF4GL107827,155347,4184.18,129296.26,20702.74,149999,A1
1G1195SL2EF280077,163136,6647.98,158552.71,56446.29,214999,A1
MR2B29F33K1168603,118396,5681.21,185281.68,45717.32,230999,A1
JM3ER2B58C0425445,162473,5095.35,139178.57,43820.43,182999,A1
9BD341A50JY517916,161814,5332.58,128727.53,44271.47,172999,A
JM1DKDD73G0134683,131565,6824.04,253740.28,38258.72,291999,C1
TMCJ33A39GJ036338,140284,9480.06,269425.76,79573.24,348999,A2
MEX5H2604KT068652,112636,6117.11,161173.4,51825.6,212999,A2
MEX6G2602JT012232,138899,5885.82,175689.11,14309.89,189999,A1
MAJHP1PD7HA126428,109946,5223.73,118616.17,44382.83,162999,A1
KL8CJ6CAXJC484737,113537,5144.5,117120.47,44878.53,161999,A1
3N1CN7AD9HK456322,161394,5745.45,139202.31,49796.69,188999,A1
3N1CK3CD5FL238688,150129,3957.37,118191.89,36807.11,154999,A1
3FADP4EJ6FM186502,159310,4805.4,127663.51,41335.49,168999,A1
3N6AD35C7GK894608,127948,7225.61,182998.84,71000.16,253999,AA
WAUAYAGA0KA000365,146181,5947.93,438577.7,22421.3,460999,A2
LSGHD52H3JD239578,125953,3832.53,128439.29,31559.71,159999,A2
1C4AJPAB9FD179800,156924,4467.09,181206.53,42792.47,223999,A2
5N1AR2MN7GC600157,128916,6918.22,320960.35,66038.65,386999,A1
WBAJG310XKEE38286,151119,16444.77,423899.22,161099.78,584999,AA
MEX452605FT018787,117845,3103.72,157717.35,4281.65,161999,A2
YV1UZA2A1J1004471,162790,16260.53,532328.92,159670.08,691999,A1
WBAJG310XK3H17961,150787,7159.85,519426.7,64572.3,583999,A1
KNDPM3NA3H7228146,160580,6974.1,273178.74,64820.26,337999,A1
JM1BN1V39H1145885,148369,7703.84,219336.73,69662.27,288999,A1
JM1BN1L36J1173619,151658,8246.12,240846.45,85152.55,325999,A1
9BWLB45Z7C4077232,147957,5030.95,107536.88,44462.12,151999,C1
WMWXM7109G3B20771,147581,5901,252644.48,52354.52,304999,A2
JS2FH81S2L6100996,141501,7444.59,186312.26,69686.74,255999,A2
JM1DKDD72H0179003,140133,7831.21,237998.26,72000.74,309999,A2
WAUBFC8K9EN032578,3740,7245.54,188487.93,71511.07,259999,A1
KNDMC5C25K6517653,159701,13750.66,438755.41,126243.59,564999,A1
JS3TE04V9B4613641,155811,4043.33,115175.11,34823.89,149999,A1
JS2ZC82S0F6301682,164743,5586.53,132513.21,54485.79,186999,A1
5KBYF6896HB800498,153855,8023.17,484348.7,72650.3,556999,A1
3MZBPCCl8LM140646,107908,4937.75,308827.38,55171.62,363999,A1
3MZBN1M3XJM264908,112059,6660.76,257096.93,59902.07,316999,A1
3C4BDCAB9FT714204,155119,7530.3,187426.13,70572.87,257999,A1
1FADP3K26GL227804,109131,6390.21,192354.75,9644.25,201999,A1
WDDWJ4CB3HF463535,114056,10317.84,379908.65,100090.35,479999,A1
9BD195522H0779462,115243,4363.56,117625.87,40373.13,157999,A1
3VWWB6AU7JM293545,162754,7319.79,277930.09,66068.91,343999,A1
3HGRU5858GM014519,163875,6551.27,274121.72,58877.28,332999,A1
2T3WK4DV8BW014048,112710,5779.97,207334.2,12664.8,219999,A1
MRHDG1841LP033643,155957,5698.41,324102.18,50896.82,374999,A
4JGDA5HB9EA289085,163813,10362.81,299922.35,101076.65,400999,AA
MEX6G2600KT053170,110160,6785.83,168627.28,66371.72,234999,A2
KL8PD5C59EK581185,161204,3374.56,116434.49,30564.51,146999,A1
KL8CJ6AD5FC749360,124767,4195.77,84723.7,39275.3,123999,A1
5XXGV4L25GG114038,122946,7624.21,213401.49,73597.51,286999,A1
3VWHW6AT4GM632811,117595,6219.8,152781.72,61217.28,213999,A1
3KPFL5A78JE151803,161515,4939.45,226206.63,46792.37,272999,A1
3G1J85CC8FS526659,119630,4477.35,96263.67,42735.33,138999,A1
MEX532600KT043391,161628,6049.06,211736.58,56262.42,267999,A1
JN8BT27T7JW073297,158468,9123.32,315768.9,75230.1,390999,A1
988611568KK244589,154810,6492.33,335746.38,67032.62,402779,A1
3VW4E6AU5HM046856,164541,8011.25,343543.35,72455.65,415999,A1
3N1CN7AD9CL869957,161886,3237.55,98129.28,27869.72,125999,A1
3G1TC5CF9HL157387,144383,3310.57,142285.3,29713.7,171999,A1
3FAFP4TJ2FM137552,160099,3928.6,136214.57,17784.43,153999,A1
3FAFP4AJ6FM128405,151714,2532.31,121256.89,24742.11,145999,A1
KL8CD6ADXFC811116,158733,4069.66,84152.01,38846.99,122999,A2
5KBRL586XCB805175,155785,5672.8,244331.98,31667.02,275999,A2
3MZBM2V74GM320537,141785,7091.36,225245.39,21753.61,246999,A2
KL8CM6CD5FC764963,166646,4215.33,100746.79,40252.21,140999,A2
WMWYS9102K3H12883,161184,14846.04,437506.48,136492.52,573999,A1
3N8CP5HD6HL477970,114237,7622.33,197835.72,65163.28,262999,A1
3KPC35A50KE076145,147388,4077.21,248271.83,35727.17,283999,A1
3G1J85DC9FS597657,144482,3735.96,129562.46,34436.54,163999,A1
3GA0C122XKM003413,158241,4885.13,208218.72,45780.28,253999,A1
3N1CN7AD3GK424626,150593,5084.19,130598.33,44400.67,174999,A2
3KPA35AC6KE143501,107564,8059.2,196689.64,75309.36,271999,A2
3KPA34AC6JE108160,116216,6667.66,190619.39,58379.61,248999,A2
WDDWF4CB1GR140874,156901,11742.1,318847.75,112151.25,430999,A1
MMEMC71XXFF000734,147366,6287.04,212594.14,56404.86,268999,A1
MEX5H2605JT030006,130724,5078.54,146902.03,45096.97,191999,A1
MA6CB6CD9JT017730,148679,3672.18,125880.21,34118.79,159999,A1
9BWDB45U4JT082187,111342,4969.8,132919.6,44079.4,176999,A1
5XYPH4A51GG073083,107125,10532.31,267228.19,98770.81,365999,AA
1J4AT2GBXBD204874,154449,5092.53,117836.53,47162.47,164999,A2
MALA75BC5LM061648,156950,5678.07,160509.47,54489.53,214999,A1
KNADN4A37G6690904,138759,6228.64,142397.08,60601.92,202999,A1
JM3TB2BA3D0422379,167911,6681.29,183792.56,66206.44,249999,A1
3KPA24BC7ME372090,117482,7057.13,171159.15,67839.85,238999,A1
2GNAL9EKXG6340498,120668,8685.36,222664.67,83334.33,305999,A1
3VWJW6AT5DM654619,147614,5305.78,162538.02,42460.98,204999,A2
WAUAYK8PXCA001906,151146,4853.53,120300.36,45698.64,165999,A1
JM1BN1L32J1176680,114914,8593.13,210708.38,78290.62,288999,A1
JM1BL1U55C1548117,161685,3372.6,117262.8,27736.2,144999,A1
3VWVR6AT4FM610073,165340,7413.39,229674.75,72324.25,301999,A1
3G1J85CC6ES593050,162906,4369.27,98596.21,38402.79,136999,A1
1FADP3L97GL218671,161717,7299.43,284998.88,71000.12,355999,A1
WAUACJ8V7E1007186,163101,8294.59,205449.83,71549.17,276999,A
WAUCGD8R1GA086519,130397,15131.51,387498.32,144500.68,531999,AAA
TSMYA22S9HM545775,163918,6630.2,195737.08,62261.92,257999,A2
5KBRL5890CB804322,155394,2970.77,253077.77,23921.23,276999,A2
WVWFE71K7DW100099,128230,5614.12,228890.85,50108.15,278999,A1
WAUCFD8R4BA077745,108972,4652.48,185626.6,39372.4,224999,A1
WAUAYA8X0BB010603,155787,5483.84,116828.07,51170.93,167999,A1
TSMYD21S9JM394404,120926,6543.32,254195.88,58803.12,312999,A1
MEX612605JT011755,159532,6526.8,156438.79,61560.21,217999,A1
MEX512605FT090721,149624,5308.9,110541.88,52457.12,162999,A1
MALA84BC2HM160734,165484,5766.84,158877.41,41121.59,199999,A1
KL8CM6CD9DC527583,151090,3334.44,100343.54,21655.46,121999,A1
KL4CJ9E88EB698733,124912,5711.56,191886.16,54112.84,245999,A1
JS2ZC13S1J6101618,124139,6980.15,208108.42,62890.58,270999,A1
JM1BM1M39G1316153,162147,6952.87,210347.68,56651.32,266999,A1
9FBHS1FFXJM577677,128948,5791.47,185199.48,46799.52,231999,A1
3N1BC1AS1FK224033,167273,4085.29,99198.33,34800.67,133999,A1
2T3WF4EV8DW029963,119234,5484.5,214684.16,51314.84,265999,A1
WDCGG9AB7FG352968,124400,4497.8,297899.67,32099.33,329999,A2
JE4LD2138EZ011651,141351,2635.02,208371.14,21627.86,229999,A2
3C4PDCFG0CT176451,141258,6247.01,154458.14,53540.86,207999,A2
5NPD74AF2HH074137,143745,5890.39,161111.34,48887.66,209999,A2
1N4AL3AP1GN300416,147605,7333.69,193980.77,62018.23,255999,A1
3VW1M1AJ0GM232771,118325,5387.04,138710.57,44288.43,182999,B
3N1CN7AD5EK460248,131521,4467.12,110462.5,36536.5,146999,B
ML3AB26J8FH002666,152469,3419.49,107950.2,28048.8,135999,B
3N8CP5HDXJL495376,158389,3069.44,288421.49,31577.51,319999,A2
KL8CJ6AD3FC785130,161340,3939.3,95931.24,32067.76,127999,C2
1FAHP3E23CL286378,42519,2785.21,88444.89,19554.11,107999,A2
WDDGF4KB6BF636009,162062,3960.84,146176.18,34822.82,180999,A1
LSGHD54HXLD067260,117900,5277.36,206684.61,42314.39,248999,A1
3KPA24AC4KE160584,161212,6722.76,204221.54,56777.46,260999,A2
3C4PDCCB2FT543783,123949,6874.89,184883.9,57115.1,241999,A1
1FM5K7D85FGB43868,142246,9887.06,259838.17,79160.83,338999,A1
3HGRU5850GM006365,115279,7177.95,241550.58,65448.42,306999,A1
LSGKB54H8KV044113,144355,8169.19,210023.47,69975.53,279999,A1
WBA4H7101KBM73086,150587,11942.51,467522.89,98476.11,565999,A1
3G1TB5CF7JL238610,144404,5200.79,146254.67,26744.33,172999,C2
VSSMK46J0DR045278,156805,4105.71,123876.15,35122.85,158999,A1
5KBYF5831GB801272,106337,5897.44,343469.57,47529.43,390999,A1
1VWCM7A37CC084403,158453,5916.77,164675.18,42323.82,206999,A1
2C4JC1AG6ER116748,130789,4507.53,190948.01,40050.99,230999,A1
JM3KE2D30F0518846,109975,7502,216584.09,63414.91,279999,A2
2T3RF4EV0FW379989,124259,6197.98,265378.59,37620.41,302999,A1
WVGDZ65N7FW553311,114424,7486.57,190564.23,64434.77,254999,A2
VSSAB46J9GR083177,158989,5413.13,142300.76,46698.24,188999,A1
JM1NDAC79H0122442,109451,5028.37,279912.46,44086.54,323999,A1
3N1CN7AD0FK407197,154008,4958.16,125549.36,42449.64,167999,A1
9BWAB45U8LT079511,125574,6497.21,168632.28,59366.72,227999,A2
MEX6G2601KT017925,165005,6000.07,171613.59,56385.41,227999,A1
MAJUP3SF3EC131290,151234,5255.95,150619.35,48379.65,198999,A1
3G1TC5CF2HL132444,146172,5246.51,123578.32,48420.68,171999,A1
MA6CB6CD0JT059980,134845,3802.35,125117.97,32881.03,157999,A2
3KPA35AC2JE092755,162798,7985.84,219863.9,68135.1,287999,A1
MEX5G2606JT096387,125590,4731.91,168122.42,9876.58,177999,A1
WMEFJ4EAXJK243029,120357,4242.66,239724.52,37274.48,276999,A1
3KPA35AC4JE053410,162418,7665.46,196085.4,72913.6,268999,A
WBAHS7103GP894689,162538,10150.38,308704.99,84294.01,392999,A2
LSGHD54H9JD215766,149687,5232.38,160036.34,41962.66,201999,A2
JTDKBRFU1H3048165,152926,8476.34,222162.25,79836.75,301999,A2
MA6CC6CD2HT012232,143789,1934.04,140326.07,15672.93,155999,A1
9BWAB45U9JP035779,165530,5402.84,135242.76,51756.24,186999,A2
WAUAGD4L7CD038931,107913,8195.79,211164.1,72834.9,283999,A1
9FBHS2AA5FM530145,163131,4650.76,153875,45124,198999,A1
WAUACJ8V4G1044764,114352,9091.6,229423.96,79575.04,308999,A
3FA6P0H75HR210862,131107,6867.46,211348.1,88650.9,299999,A1
3N6AD35C3JK910097,155385,8871.98,228464.35,86534.65,314999,A2
1C3CDFEB9ED805112,107578,5873.14,147033.5,55965.5,202999,A2
5NPD84AF0JH324610,140366,4785.85,250004.92,41994.08,291999,A2
3VW4R6AJ7HM388187,152627,10826.7,305960.18,104038.82,409999,A1
3VW1K1AJ8GM409296,162400,5382.44,163383.75,48615.25,211999,B
WP1AB2922ELA55486,141770,12408.04,449568,112431,561999,A1
3FADP4EJXFM156161,161668,4671.35,123310.96,46688.04,169999,A1
MALA75BC9JM723034,165495,4028.57,127074.22,39924.78,166999,A1
5GAKV7KD4GJ308670,115555,10525.77,284495.23,98503.77,382999,A1
MA6CA6CD6JT022404,140463,4499.95,104842.55,41156.45,145999,B
JM1BL1SF5A1111694,162687,4151.82,92112.32,40886.68,132999,A2
9FBHS2A62FM551496,164677,5521.33,132779.59,53219.41,185999,A2
3G1J85CCXFS642204,146146,4995.53,107044.16,47954.84,154999,A1
WBA1Y1105G5B38079,148988,6584.31,258457.82,70541.18,328999,A1
3FADP4EJ5HM144048,164738,2814.79,192241.63,23757.37,215999,A1
MA6CB6ADXGT040932,162824,3793.93,100156.56,35842.44,135999,A2
1HGCR2688EA902975,37683,6434.14,161212.38,60786.62,221999,A1
1C4AJCAB5ED651918,168827,6629.73,153168.35,62830.65,215999,A1
5TDKZRFH7JS272995,144400,13009.42,446281.3,121717.7,567999,A
3N1AB7ADXFL634942,153992,2558.83,172300.6,17698.4,189999,A2
VSSAC65F3JR010769,162815,9190.47,219701.81,84297.19,303999,A1
TSMYD21S5HM329723,155359,5222.2,236865.47,46133.53,282999,A1
LSGHD52H2JD165621,168867,5231.37,131530.98,47468.02,178999,A1
5TDYZ3DC2KS998019,168027,6788.32,509256.4,70742.6,579999,A1
3N1CK3CD4HL208908,144181,5538.75,131427.81,51571.19,182999,A1
3N1CK3CD2JL208346,145556,5330.82,154855.64,47143.36,201999,A1
3FA6P0H79DR294453,144230,4784.15,154698.32,39400.68,194099,C3
WAUAYAGA7JA027478,165244,11698.83,378883.68,33115.32,411999,A1
VSSAB46J5GR115347,162096,5251.63,128587.69,50411.31,178999,A1
KNDJ23AE3L7706742,154276,8784.04,242961.94,73037.06,315999,A1
3VWJW7165CM600638,145946,5187.96,152186.4,45812.6,197999,A1
1C4NJCCB2ED799572,169856,5910.12,185471.47,52527.53,237999,A1
ZFBCFXBT3GP398062,110508,5541.53,185865.1,52133.9,237999,A1
WMEFJ4EA0HK237878,119214,4567.29,212952.76,40046.24,252999,A1
WAUCFC8RXGA090324,151739,7392.83,321052.68,72946.32,393999,A1
VSSAN46J9FR169756,165274,4547.59,138133.31,42865.69,180999,A1
TMCJ33A31JJ461379,166163,9363.9,320558.13,88440.87,408999,A1
JM1BM1W37G1352291,134688,4687.42,217798.62,46200.38,263999,A1
9FBHS2FF2HM515240,143290,6145.43,173547.54,57451.46,230999,A1
3N1CK3CD9EL233279,167952,4192.88,89311.68,41687.32,130999,A1
3KPFK4A79JE163388,125373,6102.15,184686.37,54312.63,238999,A1
3N1AB7AD3HL691938,166271,6103.41,175171.3,53827.7,228999,A2
3G1TA5AFXFL218140,166532,4045.76,95297.57,38701.43,133999,A2
WAUACJ8VXE1020160,144368,7351.12,218077.61,65921.39,283999,A1
WAU8YF8V2GA000971,115044,7721.07,192002.97,72996.03,264999,A1
9FBHS2AA3DM003427,130151,4669.2,126400.48,28598.52,154999,A1
3N8CP5HEXJL489554,130846,3742.05,295244.24,35754.76,330999,A1
3N1CK3CDXJL292402,157746,4682,134890.8,41108.2,175999,A1
3KPA35AC9JE012285,128946,8181.5,206182.3,76816.7,282999,A1
JM1DKBD76G0125139,114965,4733.23,233410.43,41588.57,274999,A1
3N1AB7AD9HL677865,114972,5447.72,160920.83,52078.17,212999,A1
5YFBURHE5GP543300,27823,5685.23,148841.72,52157.28,200999,A2
MR0EX32G2E0262396,114982,6770.66,191685.77,79313.23,270999,A1
MAJHP1P12LA197406,147226,7017.65,187120.61,66878.39,253999,A1
9BWAB45UXHP098836,156997,4172.33,127127.08,41871.92,168999,A1
3C3CFFCR2GT145101,172978,5609.73,184263.45,49735.55,233999,A1
1GNKR8KD7FJ285884,147345,8881.39,271347.79,82651.21,353999,A1
93CCM8067LB147998,168235,7651.61,226284.54,68714.46,294999,A
WDDSJ4DB0JN564234,164275,11298.46,416493.48,54505.52,470999,AAA
JM3KE2D77F0443646,165845,5523.01,256193.01,45805.99,301999,A2
WDDWF4CB1GF347749,158197,5196.27,372106.37,45892.63,417999,A1
MEX6G2604JT053848,158985,6600.5,153174.84,63824.16,216999,A1
3VWJW6AT7EM625236,160227,4451.7,181109.08,38889.92,219999,A2
3GNDJ7CE3KL248156,145026,8039.7,227250.82,74748.18,301999,A2
WDCTG4GBXHJ274359,163477,10227.69,401806.72,97192.28,498999,A1
MRHGM2544CP070329,170693,3724.25,112111.92,38887.08,150999,A1
3N1AB7ADXHL707150,152018,4884.57,179003.6,42995.4,221999,A1
3HGRM3852FG001654,168047,4856.79,297824.39,39174.61,336999,A1
2C4JC1AG8FR521396,159335,6805.96,185689.18,63309.82,248999,A1
1J4AT2GB8BD286121,154310,3076.61,123790.38,34208.62,157999,A1
ML3AB26JXHH012490,46074,4833.5,99880.39,46118.61,145999,A1
KNDPR3NC5G7104705,126545,8917.2,236440.28,83558.72,319999,A1
9BWAB45UXJP030753,150161,5812.31,135504,53495,188999,A1
9BWAB45U3JT056540,160057,5672.42,135865.21,54133.79,189999,A1
5NPD84AF7HH117187,122278,7418.18,176210.65,69788.35,245999,A1
3VW1K1AJ6HM345132,148196,6597.93,195441.2,62557.8,257999,A1
3MZBM2L73GM260074,122979,5798.83,188081.32,54917.68,242999,A1
3KPA35ACXJE053315,114756,6041.96,185814.94,55184.06,240999,A1
1G6A95SX3G0170013,164661,10548.47,278114.69,96884.31,374999,A1
WDDHF3EB0EA961752,117548,6709.8,210573.64,63425.36,273999,A2
TSMYD21S4GM216439,168068,7630.18,232115.51,67883.49,299999,A2
3U5AFCFY7J2041607,149710,11280.16,489492.43,100506.57,589999,A2
MR2K29F3XK1141298,119287,6741.81,194160,64839,258999,A1
KNDJN2A1XH7476834,124702,7310.73,192022.23,51976.77,243999,A1
JS2ZC82SXF6304900,168493,5098.28,155889.77,38109.23,193999,A1
JS2ZC32S0F6300342,158139,6519.09,153691.91,62307.09,215999,A1
9FBHS2FF7JM586892,121446,5684.14,184767.18,53231.82,237999,A1
9BWBL6BF7M4031089,168322,8709.47,361474.2,50524.8,411999,A1
5N1AR2MN0DC639331,141396,7127.56,201530.72,72468.28,273999,A1
3N1CN7ADXEK457345,173565,4889.62,109891.94,45107.06,154999,A1
3KPA24BC5ME371231,117512,6718.02,175319.57,63679.43,238999,A1
1HGCR2635FA900672,106545,5374.33,177017.69,67981.31,244999,A1
3C3CFFBR5DT579638,169251,3947.49,133580.41,34418.59,167999,C2
1FMCU0EG2CKA68974,143628,5564.86,130888.33,51110.67,181999,C1
3G1J85DC9HS616758,155169,6394.37,171906.72,51092.28,222999,B
WAUBYA8U6HR021681T,140899,9824.35,289903.93,88095.07,377999,A2
WDDSJ4EB9KN686753,156829,10599.75,491985.53,104013.47,595999,A1
TSMYA22S2FM190087,47629,4957.96,164321.17,43677.83,207999,A1
MR2B29F39K1142006,116309,4663.82,190055.12,40943.88,230999,A1
MEX5H2608HT054892,118790,4682,134901.62,41097.38,175999,A1
KNDJX3AAXH7444420,36010,3282.69,253892.89,28106.11,281999,A1
JE4LD2139GZ053653,150604,3877.77,268745.69,36253.31,304999,A1
3VW1W1AJ0DM310052,170337,4515.14,128437.61,39561.39,167999,A1
3N1CK3CD1GL233411,156217,4919.2,105408,47591,152999,A1
3G1TA5AF8EL136874,164709,3693.95,80587.45,34411.55,114999,A2
JN8BT27T8GW020374,171783,5545.14,272863.94,49135.06,321999,A1
JM1BM1K36F1272307,114168,5648.88,180771.67,47227.33,227999,A1
9BWAB45U2HP035343,142146,5486.12,126318.64,52680.36,178999,A1
3VW1K1AJ9HM239466,131777,6699.58,169630.68,63368.32,232999,A1
3TMAZ5CN4HM028455,140274,14969.24,443210.4,160788.6,603999,A1
KL8CM6CA0HC819926,161604,4470.56,121645.48,54353.52,175999,A1
9FBHS2AA2EM099763,154057,4797.57,122018.89,46980.11,168999,A1
9BD578454LY371074,168779,6935.82,155743.01,71255.99,226999,A1
1GNKR9ED6BJ333029,159370,6074.85,146769.54,62229.46,208999,A1
1FM5K7D81HGB67071,168024,12539.1,355440.99,128558.01,483999,A2
WDCGG9AB7EG279163,121233,3956.43,289322.22,36676.78,325999,A1
KL8CM6CA6JC445778,158755,6433.68,152682.45,60316.55,212999,A1
JM1NDAC7XH0121770,38790,6392.98,260074.2,40924.8,300999,A1
3N1BC1AD2HK203583,167528,5701.73,126773.23,59225.77,185999,A1
3FAFP4TJ5EM165036,169514,4314.03,88323.22,42675.78,130999,C1
WAUAGD4MXJD008019,143609,19308.58,726733.72,117265.28,843999,AAA
3G1TB5CF8JL189479,164136,4654,136526.8,44472.2,180999,A2
WAUAYA8X7EB053985,141033,6035.78,137801.29,63197.71,200999,A1
9FBHS2A65FM121624,174130,4408.1,140714.73,42284.27,182999,A1
3N1CK3CD3DL216105,173474,3668.25,101533.27,36465.73,137999,A1
JM1DKCB7XJ1323278,46909,8406.36,202658.29,88340.71,290999,A2
3N1CK3CDXHL200991,157415,4755,121677.32,43321.68,164999,A2
3C4PDCCB1GT116340,131455,8140.71,199158.34,83840.66,282999,A2
JM1DKDD76K1417839,155329,8244.18,345425.12,42573.88,387999,A1
3N1CN7AD9JK455239,147738,5308.88,140637.96,55361.04,195999,A1
3N1CK3CD1JL209892,149149,6069.18,136037.31,62961.69,198999,A1
2HGFC3280GH850692,160978,7990.8,227228.17,79770.83,306999,A1
WBA1J1103FV251982,165458,7160.52,263957.56,74041.44,337999,AA
VSSPK46J6BR127056,165930,4653.87,100083.85,41915.15,141999,A2
3G1B85DM5GS593748,148715,4946.36,155856.92,47142.08,202999,A2
MEX5H2602HT071638,172977,5892.31,151320.13,55678.87,206999,A1
LSGHD52H2JD181916,171943,4959.77,142746.92,52252.08,194999,A1
5TDYK3DC2FS658198,175291,6713.34,407071.68,65927.32,472999,A1
3N1CN7AD6HK414254,126898,4969.08,118849.46,50149.54,168999,A1
1G1Z95ST8JF217398,117622,8696.19,215659.93,87339.07,302999,A1
1FM5K7F89GGC17551,164020,5043.59,430134.01,48864.99,478999,A1
1FM5K7F80FGC19736,116379,9801.38,259399.61,104599.39,363999,A1
WAURYA8X5FB005163,162882,5542.77,182823.29,52175.71,234999,A2
9FBHS1A63FM529467,150605,3469.31,138976.53,34022.47,172999,A2
3N1CN7AD2FL893635,148720,4807.27,129353.07,49645.93,178999,A2
WBA4H3100JBB59813,168440,10682.22,379057,108942,487999,A1
WAUAFJ8V5H1069536,125527,8696.53,280806.34,86192.66,366999,A1
VSSBB26JXHR094098,167004,4364.06,175260.43,45738.57,220999,A1
MALA84BC3HM162430,140594,5483.87,119112.5,56886.5,175999,A1
LSGHD52H9KD114375,128047,6323.17,144539.97,65459.03,209999,A1
3KPA35AC6JE005987,174382,7905.75,183182.58,78816.42,261999,A1
MALA74BC3GM143653,171487,3531.15,104589.45,33409.55,137999,A1
5NPD84AF6HH008977,163821,6244.34,209056.15,64942.85,273999,A1
3KPFK4A75JE271510,152712,5399.6,206335.72,54663.28,260999,A1
3FADP4EJ8GM197597,173875,5638.63,128476.26,53522.74,181999,A1
2586725,129560,3494.54,178456.07,37542.93,215999,A1
WDC0G4KB2JF258501,113433,11563.63,503523.22,130475.78,633999,A1
MA6CC6CD5GT023563,150055,4382,113066.05,43932.95,156999,A1
3N1CN7AD8GK397830,175409,5082.31,134956.9,54042.1,188999,A1
3N1CN7AD5EK432241,143219,4149.16,103354.32,39724.68,143079,A1
3KPA35AC4JE008001,118216,6873.01,208911.4,55087.6,263999,A1
3GNAX9EV4JS509194,169077,4301.56,368716.44,41282.56,409999,A1
2590713,166907,3259.66,88363.8,30635.2,118999,A1
WBAKU2102H0V52423,150584,16378.48,527773.45,165225.55,692999,AA
3KPFK4A72HE059108,125743,5003.7,143518.84,54480.16,197999,A1
3C4PDCCB9GT134391,151696,7726.47,207199.89,90799.11,297999,A1
MEX4G2602FT036867,175671,5137.91,135834.6,40164.4,175999,B
2586674,160181,2789.09,129534.02,28464.98,157999,A2
WMWLN7101J2G67719,165411,6623.07,425456.33,63542.67,488999,A1
MA6CB6AD9HT027476,138674,3925.4,101633.49,39365.51,140999,A1
KL8CJ6AD2DC641257,168490,2794.45,78828.32,28170.68,106999,A1
3KPC24B50JE019230,161181,2986.26,230726,30273,260999,A1
1FA6P8CF7F5307803,150970,13744.73,373692.72,142306.28,515999,A1
1C4AJCAB8CD674039,170158,4185.47,150698.96,43300.04,193999,A1
WBA1A3105EVY03007,115257,6483.88,160040.43,67958.57,227999,A
3G1J85AC0ES570690,160394,4391.34,95154.81,42844.19,137999,A2
WDDBF4DB1HJ542634,171812,6954.03,321995.79,72023.21,394019,A1
3GNCJ7CE9GL270763,143773,6163.19,180738.55,66260.45,246999,A1
2584664,166263,2875.69,125096.31,28902.69,153999,A1
LSGHD52H7LD093172,171451,5444.52,167199.49,31799.51,198999,B
1C4RJEBG8FC146567,146227,10591.76,320091.6,105907.4,425999,AAA
9BWAB45UXJT064893,160131,5783.34,131306.25,59692.75,190999,A2
3VWLW6AJ0DM269914,160530,5717.97,128777.3,59221.7,187999,A2
1GKKV9KD0FJ356549,128094,6787.38,276465.38,65533.62,341999,A2
LSGKB52H3JV038236,123966,6292.03,185221.44,28777.56,213999,A1
1G1F91RX6G0185633,115621,7469.11,371350.24,74648.76,445999,A1
19XFC1608GE605903,170015,8929.77,219542.97,95456.03,314999,A1
MEX522602GT013903,36217,3901.06,125350.77,47648.23,172999,A1
3N8CP5HD6HL508490,129876,3604.32,253871.02,25127.98,278999,A1
3N1BC1AD0GK206559,171454,4630.2,92669.59,47329.41,139999,A1
3N1AB7AD4HL688465,175358,4869.9,198908.74,47090.26,245999,A1
3G1TB5AF9GL216488,168736,4897.08,100965.4,52033.6,152999,A1
3G1J85DC3GS546141T,117375,4779.14,124613.88,46385.12,170999,A1
2590604,167507,8305.06,260808.42,82190.58,342999,A1
19XFB2688CE601830,167622,4808.85,122532.69,46466.31,168999,A1
JM3KFAD72J0140189,158479,8692.13,350178.78,91820.22,441999,A2
3N1CK3CD8EL228722,125095,3731.89,92969.21,39029.79,131999,A2
WAUACJ8V5E1006263,106529,5682,199610.16,55388.84,254999,A1
WAUACC8K4GA007277,151275,8589,250079.03,86919.97,336999,A1
3KPC25B59KE053948,151158,7116.5,191637.55,76361.45,267999,A1
3GCPW9EF0KG100015,164010,11757.64,541301.96,121697.04,662999,A1
WDDBF4DB2HJ569275,121720,8579.72,252532.18,100466.82,352999,A1
2590569,169433,6612.7,166859.19,68139.81,234999,A1
2GKFL8E3XH6124092,128817,7900.94,298564.64,79434.36,377999,AAA
2586913,159282,8335.81,296671.47,102327.53,398999,AAA
2590783,171499,5756.11,141523.3,59475.7,200999,A2
2586660,176555,3578.25,114656.47,37342.53,151999,A2
2586883,171652,4835.59,268813.13,25185.87,293999,A1
2586837,164644,4080.36,175399.99,41599.01,216999,A1
1FMCU0G74EUB90143,158268,6721.33,212514.4,40484.6,252999,A1
2579321,173498,6094.1,208400.69,59598.31,267999,A
3VWHP6BUXKM142256,161660,10778.44,308974.46,103024.54,411999,A2
WBA8A710XHK742961,114181,11742.01,290188.29,108810.71,398999,A1
MAJFP1MD0GA104460,157842,4898.67,100727.59,45271.41,145999,A1
MEX5J2608JT021188,123113,5747.58,149754.4,56244.6,205999,A1
JM3ER2C57C0423717,157333,4980.86,137676.46,42322.54,179999,C1
KL8PM5D86FK040881,150322,4140.69,137598.13,33400.87,170999,B
VSSAB4NH9J1502830,126409,7957.72,198698.67,74300.33,272999,A2
JS2ZC82S4F6303368,129950,4910.67,154440.43,19558.57,173999,A2
